1	 0.000000	 0.000000	 0.271739	 0.000000	 
2	 0.000000	 0.000000	 0.271739	 0.000000	 
3	 96.531329	 96.531329	 0.271739	 355.235291	 
4	 37.539963	 37.539963	 0.271739	 138.147064	 
5	 0.000000	 0.000000	 0.271739	 0.000000	 
6	 0.000000	 0.000000	 0.271739	 0.000000	 
7	 0.000000	 0.000000	 0.271739	 0.000000	 
8	 0.000000	 0.000000	 0.271739	 0.000000	 
9	 0.000000	 0.000000	 0.271739	 0.000000	 
10	 0.000000	 0.000000	 0.271739	 0.000000	 
11	 0.000000	 0.000000	 0.271739	 0.000000	 
12	 0.000000	 0.000000	 0.271739	 0.000000	 
13	 0.000000	 0.000000	 0.271739	 0.000000	 
14	 0.000000	 0.000000	 0.271739	 0.000000	 
15	 81.905373	 81.905373	 0.271739	 301.411774	 
16	 60.941497	 60.941497	 0.271739	 224.264709	 
17	 0.000000	 0.000000	 0.271739	 0.000000	 
18	 0.000000	 0.000000	 0.271739	 0.000000	 
19	 0.000000	 0.000000	 0.271739	 0.000000	 
20	 0.000000	 0.000000	 0.271739	 0.000000	 
21	 0.000000	 0.000000	 0.271739	 0.000000	 
22	 0.000000	 0.000000	 0.271739	 0.000000	 
23	 0.000000	 0.000000	 0.271739	 0.000000	 
24	 0.000000	 0.000000	 0.271739	 0.000000	 
25	 0.000000	 0.000000	 0.271739	 0.000000	 
26	 0.000000	 0.000000	 0.271739	 0.000000	 
27	 0.000000	 0.000000	 0.271739	 0.000000	 
28	 0.000000	 0.000000	 0.271739	 0.000000	 
29	 3.900256	 3.900256	 0.271739	 14.352942	 
30	 3.900256	 3.900256	 0.271739	 14.352942	 
31	 0.000000	 0.000000	 0.271739	 0.000000	 
32	 0.000000	 0.000000	 0.271739	 0.000000	 
33	 0.000000	 0.000000	 0.271739	 0.000000	 
34	 0.000000	 0.000000	 0.271739	 0.000000	 
35	 0.000000	 0.000000	 0.271739	 0.000000	 
36	 0.000000	 0.000000	 0.271739	 0.000000	 
37	 0.000000	 0.000000	 0.271739	 0.000000	 
38	 0.000000	 0.000000	 0.271739	 0.000000	 
39	 0.000000	 0.000000	 0.271739	 0.000000	 
40	 0.000000	 0.000000	 0.271739	 0.000000	 
41	 0.000000	 0.000000	 0.271739	 0.000000	 
42	 0.000000	 0.000000	 0.271739	 0.000000	 
43	 35.102301	 35.102301	 0.271739	 129.176468	 
